@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2}

@data
513,'2024/10/30 14:13:14:961',1,490,106,1
514,'2024/10/30 14:13:14:978',1,480,106,1
515,'2024/10/30 14:13:14:995',1,468,107,1
516,'2024/10/30 14:13:15:012',1,464,108,1
517,'2024/10/30 14:13:15:029',1,453,110,1
518,'2024/10/30 14:13:15:045',1,448,111,1
519,'2024/10/30 14:13:15:061',1,444,112,1
520,'2024/10/30 14:13:15:079',1,430,114,1
521,'2024/10/30 14:13:15:095',1,427,115,1
522,'2024/10/30 14:13:15:111',1,419,117,1
523,'2024/10/30 14:13:15:128',1,416,117,1
524,'2024/10/30 14:13:15:145',1,408,117,1
525,'2024/10/30 14:13:15:164',1,405,117,1
526,'2024/10/30 14:13:15:178',1,400,117,1
527,'2024/10/30 14:13:15:195',1,397,117,1
528,'2024/10/30 14:13:15:211',1,393,117,1
529,'2024/10/30 14:13:15:228',1,391,117,1
530,'2024/10/30 14:13:15:244',1,388,117,1
531,'2024/10/30 14:13:15:262',1,388,117,1
532,'2024/10/30 14:13:15:278',1,388,117,1
533,'2024/10/30 14:13:15:295',1,387,117,1
534,'2024/10/30 14:13:15:312',1,385,117,1
535,'2024/10/30 14:13:15:328',1,385,117,1
536,'2024/10/30 14:13:15:345',1,384,118,1
537,'2024/10/30 14:13:15:362',1,384,118,1
538,'2024/10/30 14:13:15:378',1,383,120,1
539,'2024/10/30 14:13:15:395',1,382,121,1
540,'2024/10/30 14:13:15:412',1,381,128,1
541,'2024/10/30 14:13:15:429',1,381,131,1
542,'2024/10/30 14:13:15:445',1,381,151,1
543,'2024/10/30 14:13:15:462',1,381,163,1
544,'2024/10/30 14:13:15:478',1,381,171,1
545,'2024/10/30 14:13:15:494',1,382,184,1
546,'2024/10/30 14:13:15:511',1,383,190,1
547,'2024/10/30 14:13:15:528',1,383,198,1
548,'2024/10/30 14:13:15:544',1,383,200,1
549,'2024/10/30 14:13:15:561',1,383,206,1
550,'2024/10/30 14:13:15:578',1,383,213,1
551,'2024/10/30 14:13:15:595',1,383,227,1
552,'2024/10/30 14:13:15:611',1,383,232,1
553,'2024/10/30 14:13:15:628',1,383,240,1
554,'2024/10/30 14:13:15:644',1,383,248,1
555,'2024/10/30 14:13:15:661',1,383,257,1
556,'2024/10/30 14:13:15:678',1,383,261,1
557,'2024/10/30 14:13:15:695',1,384,272,1
558,'2024/10/30 14:13:15:711',1,384,278,1
559,'2024/10/30 14:13:15:728',1,385,292,1
560,'2024/10/30 14:13:15:745',1,385,296,1
561,'2024/10/30 14:13:15:762',1,386,301,1
562,'2024/10/30 14:13:15:779',1,386,310,1
563,'2024/10/30 14:13:15:795',1,387,324,1
564,'2024/10/30 14:13:15:811',1,387,328,1
565,'2024/10/30 14:13:15:829',1,387,347,1
566,'2024/10/30 14:13:15:845',1,388,353,1
567,'2024/10/30 14:13:15:861',1,390,362,1
568,'2024/10/30 14:13:15:878',1,391,365,1
569,'2024/10/30 14:13:15:896',1,394,371,1
570,'2024/10/30 14:13:15:911',1,396,374,1
571,'2024/10/30 14:13:15:928',1,398,375,1
572,'2024/10/30 14:13:15:945',1,402,379,1
573,'2024/10/30 14:13:15:961',1,406,381,1
574,'2024/10/30 14:13:15:978',1,413,383,1
575,'2024/10/30 14:13:15:995',1,420,383,1
576,'2024/10/30 14:13:16:012',1,430,384,1
577,'2024/10/30 14:13:16:028',1,438,384,1
578,'2024/10/30 14:13:16:044',1,460,384,1
579,'2024/10/30 14:13:16:061',1,468,383,1
580,'2024/10/30 14:13:16:078',1,479,379,1
581,'2024/10/30 14:13:16:094',1,482,377,1
582,'2024/10/30 14:13:16:111',1,489,374,1
583,'2024/10/30 14:13:16:128',1,494,374,1
584,'2024/10/30 14:13:16:145',1,501,373,1
585,'2024/10/30 14:13:16:161',1,504,373,1
586,'2024/10/30 14:13:16:178',1,509,373,1
587,'2024/10/30 14:13:16:195',1,510,372,1
588,'2024/10/30 14:13:16:212',1,513,370,1
589,'2024/10/30 14:13:16:229',1,514,369,1
590,'2024/10/30 14:13:16:245',1,516,365,1
591,'2024/10/30 14:13:16:261',1,517,362,1
592,'2024/10/30 14:13:16:278',1,521,346,1
593,'2024/10/30 14:13:16:295',1,522,341,1
594,'2024/10/30 14:13:16:311',1,523,326,1
595,'2024/10/30 14:13:16:328',1,523,315,1
596,'2024/10/30 14:13:16:345',1,524,303,1
597,'2024/10/30 14:13:16:361',1,524,299,1
598,'2024/10/30 14:13:16:378',1,524,294,1
599,'2024/10/30 14:13:16:394',1,523,291,1
600,'2024/10/30 14:13:16:412',1,523,290,1
601,'2024/10/30 14:13:16:428',1,523,289,1
602,'2024/10/30 14:13:16:444',1,523,288,1
603,'2024/10/30 14:13:16:461',1,522,283,1
604,'2024/10/30 14:13:16:478',1,522,280,1
605,'2024/10/30 14:13:16:494',1,522,273,1
606,'2024/10/30 14:13:16:511',1,522,269,1
607,'2024/10/30 14:13:16:528',1,522,263,1
608,'2024/10/30 14:13:16:545',1,522,259,1
609,'2024/10/30 14:13:16:561',1,521,246,1
610,'2024/10/30 14:13:16:578',1,521,244,1
611,'2024/10/30 14:13:16:595',1,520,237,1
612,'2024/10/30 14:13:16:611',1,520,234,1
613,'2024/10/30 14:13:16:628',1,520,231,1
614,'2024/10/30 14:13:16:645',1,520,229,1
615,'2024/10/30 14:13:16:661',1,520,225,1
616,'2024/10/30 14:13:16:679',1,519,224,1
617,'2024/10/30 14:13:16:696',1,519,220,1
618,'2024/10/30 14:13:16:711',1,519,217,1
619,'2024/10/30 14:13:16:728',1,518,212,1
620,'2024/10/30 14:13:16:745',1,517,209,1
621,'2024/10/30 14:13:16:762',1,517,206,1
622,'2024/10/30 14:13:16:779',1,517,203,1
623,'2024/10/30 14:13:16:795',1,516,200,1
624,'2024/10/30 14:13:16:811',1,516,197,1
625,'2024/10/30 14:13:16:829',1,515,195,1
626,'2024/10/30 14:13:16:846',1,515,193,1
627,'2024/10/30 14:13:16:862',1,515,193,1
628,'2024/10/30 14:13:16:879',1,515,193,1
629,'2024/10/30 14:13:16:895',1,515,193,1
630,'2024/10/30 14:13:16:912',1,515,193,1
631,'2024/10/30 14:13:16:928',1,515,193,1
632,'2024/10/30 14:13:16:944',1,515,193,1
633,'2024/10/30 14:13:16:962',1,515,193,1
634,'2024/10/30 14:13:16:978',1,515,193,1
635,'2024/10/30 14:13:16:995',1,515,193,1
636,'2024/10/30 14:13:17:012',1,515,193,1
637,'2024/10/30 14:13:17:028',1,515,193,1
638,'2024/10/30 14:13:17:045',1,515,193,1
639,'2024/10/30 14:13:17:062',1,515,193,1
640,'2024/10/30 14:13:17:078',1,515,193,1
641,'2024/10/30 14:13:17:095',1,515,193,1
642,'2024/10/30 14:13:17:113',1,515,193,1
643,'2024/10/30 14:13:17:128',1,515,193,1
644,'2024/10/30 14:13:17:145',1,515,193,1
645,'2024/10/30 14:13:17:162',1,515,193,1
646,'2024/10/30 14:13:17:178',1,515,193,1
647,'2024/10/30 14:13:17:196',1,515,193,1
648,'2024/10/30 14:13:17:212',1,515,193,1
649,'2024/10/30 14:13:17:228',1,515,193,1
650,'2024/10/30 14:13:17:244',1,515,193,1
651,'2024/10/30 14:13:17:262',1,515,193,1
652,'2024/10/30 14:13:17:279',1,515,193,1
653,'2024/10/30 14:13:17:296',1,515,193,1
654,'2024/10/30 14:13:17:311',1,515,193,1
655,'2024/10/30 14:13:17:328',1,515,193,1
656,'2024/10/30 14:13:17:345',1,515,193,1
657,'2024/10/30 14:13:17:362',1,515,193,1
658,'2024/10/30 14:13:17:378',1,515,193,1
659,'2024/10/30 14:13:17:395',1,515,193,1
660,'2024/10/30 14:13:17:412',1,515,193,1
661,'2024/10/30 14:13:17:428',1,515,193,1
662,'2024/10/30 14:13:17:445',1,515,193,1
663,'2024/10/30 14:13:17:461',1,515,193,1
664,'2024/10/30 14:13:17:478',1,515,193,1
665,'2024/10/30 14:13:17:495',1,515,193,1
666,'2024/10/30 14:13:17:511',1,515,193,1
667,'2024/10/30 14:13:17:528',1,515,193,1
668,'2024/10/30 14:13:17:545',1,515,193,1
669,'2024/10/30 14:13:17:562',1,515,193,1
670,'2024/10/30 14:13:17:579',1,515,193,1
671,'2024/10/30 14:13:17:595',1,515,193,1
672,'2024/10/30 14:13:17:612',1,515,193,1
673,'2024/10/30 14:13:17:629',1,515,193,1
674,'2024/10/30 14:13:17:644',1,515,193,1
675,'2024/10/30 14:13:17:662',1,515,193,1
676,'2024/10/30 14:13:17:678',1,515,193,1
677,'2024/10/30 14:13:17:694',1,515,193,1
678,'2024/10/30 14:13:17:711',1,515,193,1
679,'2024/10/30 14:13:17:728',1,515,193,1
680,'2024/10/30 14:13:17:745',1,515,193,1
681,'2024/10/30 14:13:17:761',1,515,193,1
682,'2024/10/30 14:13:17:778',1,515,193,1
683,'2024/10/30 14:13:17:795',1,515,193,1
684,'2024/10/30 14:13:17:811',1,515,193,1
685,'2024/10/30 14:13:17:829',1,515,193,1
686,'2024/10/30 14:13:17:845',1,515,193,1
687,'2024/10/30 14:13:17:861',1,515,193,1
688,'2024/10/30 14:13:17:878',1,515,193,1
689,'2024/10/30 14:13:17:895',1,515,193,1
690,'2024/10/30 14:13:17:911',1,515,193,1
691,'2024/10/30 14:13:17:929',1,515,193,1
692,'2024/10/30 14:13:17:945',1,515,193,1
693,'2024/10/30 14:13:17:962',1,515,193,1
694,'2024/10/30 14:13:17:978',1,515,193,1
695,'2024/10/30 14:13:17:995',1,515,193,1
696,'2024/10/30 14:13:18:011',1,515,193,1
697,'2024/10/30 14:13:18:028',1,515,193,1
698,'2024/10/30 14:13:18:045',1,515,193,1
699,'2024/10/30 14:13:18:085',1,515,193,1
700,'2024/10/30 14:13:18:085',1,515,193,1
701,'2024/10/30 14:13:18:097',1,515,193,1
702,'2024/10/30 14:13:18:112',1,515,193,1
703,'2024/10/30 14:13:18:128',1,515,193,1
704,'2024/10/30 14:19:00:308',2,123,214,2
705,'2024/10/30 14:19:00:324',2,123,214,2
706,'2024/10/30 14:19:00:341',2,123,214,2
707,'2024/10/30 14:19:00:358',2,123,214,2
708,'2024/10/30 14:19:00:375',2,123,214,2
709,'2024/10/30 14:19:00:392',2,123,214,2
710,'2024/10/30 14:19:00:408',2,123,214,2
711,'2024/10/30 14:19:00:424',2,123,214,2
712,'2024/10/30 14:19:00:440',2,123,214,2
713,'2024/10/30 14:19:00:458',2,123,214,2
714,'2024/10/30 14:19:00:474',2,123,214,2
715,'2024/10/30 14:19:00:491',2,123,214,2
716,'2024/10/30 14:19:00:508',2,123,214,2
717,'2024/10/30 14:19:00:525',2,123,214,2
718,'2024/10/30 14:19:00:541',2,123,214,2
719,'2024/10/30 14:19:00:558',2,123,214,2
720,'2024/10/30 14:19:00:574',2,123,214,2
721,'2024/10/30 14:19:00:591',2,123,214,2
722,'2024/10/30 14:19:00:608',2,123,214,2
723,'2024/10/30 14:19:00:624',2,123,214,2
724,'2024/10/30 14:19:00:641',2,123,214,2
725,'2024/10/30 14:19:00:657',2,123,214,2
726,'2024/10/30 14:19:00:674',2,123,214,2
727,'2024/10/30 14:19:00:692',2,123,214,2
728,'2024/10/30 14:19:00:708',2,123,214,2
729,'2024/10/30 14:19:00:725',2,123,214,2
730,'2024/10/30 14:19:00:741',2,123,214,2
731,'2024/10/30 14:19:00:758',2,123,214,2
732,'2024/10/30 14:19:00:775',2,123,214,2
733,'2024/10/30 14:19:00:792',2,123,214,2
734,'2024/10/30 14:19:00:808',2,123,214,2
735,'2024/10/30 14:19:00:824',2,123,214,2
736,'2024/10/30 14:19:00:840',2,123,214,2
737,'2024/10/30 14:19:00:858',2,123,214,2
738,'2024/10/30 14:19:00:874',2,123,214,2
739,'2024/10/30 14:19:00:890',2,123,214,2
740,'2024/10/30 14:19:00:908',2,123,214,2
741,'2024/10/30 14:19:00:925',2,123,214,2
742,'2024/10/30 14:19:00:941',2,123,214,2
743,'2024/10/30 14:19:00:957',2,123,214,2
744,'2024/10/30 14:19:00:974',2,123,214,2
745,'2024/10/30 14:19:00:991',2,123,214,2
746,'2024/10/30 14:19:01:007',2,123,214,2
747,'2024/10/30 14:19:01:024',2,123,214,2
748,'2024/10/30 14:19:01:040',2,123,214,2
749,'2024/10/30 14:19:01:057',2,123,214,2
750,'2024/10/30 14:19:01:074',2,123,214,2
751,'2024/10/30 14:19:01:091',2,123,214,2
752,'2024/10/30 14:19:01:107',2,123,214,2
753,'2024/10/30 14:19:01:125',2,123,214,2
754,'2024/10/30 14:19:01:140',2,123,214,2
755,'2024/10/30 14:19:01:157',2,123,214,2
756,'2024/10/30 14:19:01:183',2,123,214,2
757,'2024/10/30 14:19:01:191',2,123,214,2
758,'2024/10/30 14:19:01:207',2,123,214,2
759,'2024/10/30 14:19:01:224',2,123,214,2
760,'2024/10/30 14:19:01:241',2,123,214,2
761,'2024/10/30 14:19:01:258',2,123,214,2
762,'2024/10/30 14:19:01:275',2,123,214,2
763,'2024/10/30 14:19:01:290',2,123,214,2
764,'2024/10/30 14:19:01:307',2,123,213,2
765,'2024/10/30 14:19:01:324',2,123,212,2
766,'2024/10/30 14:19:01:340',2,123,209,2
767,'2024/10/30 14:19:01:357',2,123,204,2
768,'2024/10/30 14:19:01:374',2,123,200,2
769,'2024/10/30 14:19:01:390',2,123,196,2
770,'2024/10/30 14:19:01:407',2,123,187,2
771,'2024/10/30 14:19:01:425',2,123,179,2
772,'2024/10/30 14:19:01:441',2,123,164,2
773,'2024/10/30 14:19:01:457',2,123,149,2
774,'2024/10/30 14:19:01:474',2,123,142,2
775,'2024/10/30 14:19:01:490',2,124,131,2
776,'2024/10/30 14:19:01:507',2,128,120,2
777,'2024/10/30 14:19:01:524',2,133,109,2
778,'2024/10/30 14:19:01:541',2,138,100,2
779,'2024/10/30 14:19:01:557',2,143,94,2
780,'2024/10/30 14:19:01:574',2,149,89,2
781,'2024/10/30 14:19:01:591',2,156,87,2
782,'2024/10/30 14:19:01:607',2,166,86,2
783,'2024/10/30 14:19:01:624',2,177,86,2
784,'2024/10/30 14:19:01:641',2,188,86,2
785,'2024/10/30 14:19:01:657',2,198,86,2
786,'2024/10/30 14:19:01:673',2,206,86,2
787,'2024/10/30 14:19:01:691',2,213,86,2
788,'2024/10/30 14:19:01:707',2,219,84,2
789,'2024/10/30 14:19:01:724',2,224,81,2
790,'2024/10/30 14:19:01:740',2,227,77,2
791,'2024/10/30 14:19:01:757',2,229,75,2
792,'2024/10/30 14:19:01:774',2,231,72,2
793,'2024/10/30 14:19:01:790',2,232,70,2
794,'2024/10/30 14:19:01:807',2,233,67,2
795,'2024/10/30 14:19:01:824',2,233,66,2
796,'2024/10/30 14:19:01:840',2,233,65,2
797,'2024/10/30 14:19:01:857',2,233,65,2
798,'2024/10/30 14:19:01:874',2,230,64,2
799,'2024/10/30 14:19:01:890',2,222,64,2
800,'2024/10/30 14:19:01:907',2,213,63,2
801,'2024/10/30 14:19:01:924',2,204,62,2
802,'2024/10/30 14:19:01:940',2,195,62,2
803,'2024/10/30 14:19:01:957',2,188,61,2
804,'2024/10/30 14:19:01:974',2,180,61,2
805,'2024/10/30 14:19:01:990',2,172,62,2
806,'2024/10/30 14:19:02:007',2,165,63,2
807,'2024/10/30 14:19:02:023',2,159,66,2
808,'2024/10/30 14:19:02:040',2,153,68,2
809,'2024/10/30 14:19:02:057',2,146,73,2
810,'2024/10/30 14:19:02:074',2,137,80,2
811,'2024/10/30 14:19:02:090',2,128,87,2
812,'2024/10/30 14:19:02:107',2,118,95,2
813,'2024/10/30 14:19:02:124',2,107,103,2
814,'2024/10/30 14:19:02:140',2,107,103,2
815,'2024/10/30 14:19:02:157',2,80,122,2
816,'2024/10/30 14:19:02:174',2,66,130,2
817,'2024/10/30 14:19:02:191',2,53,137,2
818,'2024/10/30 14:19:02:207',2,42,142,2
819,'2024/10/30 14:19:02:224',2,34,144,2
820,'2024/10/30 14:19:02:241',2,27,145,2
821,'2024/10/30 14:19:02:257',2,20,146,2
822,'2024/10/30 14:19:02:273',2,14,146,2
823,'2024/10/30 14:19:02:290',2,8,146,2
824,'2024/10/30 14:19:02:308',2,3,145,2
825,'2024/10/30 14:19:02:324',2,1,144,2
826,'2024/10/30 14:19:02:345',2,-2,144,2
827,'2024/10/30 14:19:02:357',2,-3,143,2
828,'2024/10/30 14:19:02:374',2,-3,144,2
829,'2024/10/30 14:19:02:390',2,-2,146,2
830,'2024/10/30 14:19:02:407',2,1,156,2
831,'2024/10/30 14:19:02:424',2,10,177,2
832,'2024/10/30 14:19:02:440',2,19,200,2
833,'2024/10/30 14:19:02:457',2,25,216,2
834,'2024/10/30 14:19:02:474',2,29,228,2
835,'2024/10/30 14:19:02:491',2,32,238,2
836,'2024/10/30 14:19:02:507',2,34,248,2
837,'2024/10/30 14:19:02:524',2,36,258,2
838,'2024/10/30 14:19:02:541',2,39,270,2
839,'2024/10/30 14:19:02:557',2,39,270,2
840,'2024/10/30 14:19:02:574',2,48,293,2
841,'2024/10/30 14:19:02:591',2,53,303,2
842,'2024/10/30 14:19:02:607',2,58,313,2
843,'2024/10/30 14:19:02:624',2,65,324,2
844,'2024/10/30 14:19:02:640',2,71,335,2
845,'2024/10/30 14:19:02:657',2,71,335,2
846,'2024/10/30 14:19:02:674',2,82,347,2
847,'2024/10/30 14:19:02:691',2,82,347,2
848,'2024/10/30 14:19:02:708',2,92,351,2
849,'2024/10/30 14:19:02:724',2,98,351,2
850,'2024/10/30 14:19:02:740',2,105,351,2
851,'2024/10/30 14:19:02:757',2,114,350,2
852,'2024/10/30 14:19:02:774',2,124,350,2
853,'2024/10/30 14:19:02:790',2,132,350,2
854,'2024/10/30 14:19:02:808',2,140,350,2
855,'2024/10/30 14:19:02:823',2,149,350,2
856,'2024/10/30 14:19:02:840',2,156,353,2
857,'2024/10/30 14:19:02:858',2,162,356,2
858,'2024/10/30 14:19:02:874',2,166,358,2
859,'2024/10/30 14:19:02:890',2,169,359,2
860,'2024/10/30 14:19:02:908',2,170,359,2
861,'2024/10/30 14:19:02:924',2,171,359,2
862,'2024/10/30 14:19:02:941',2,172,359,2
863,'2024/10/30 14:19:02:957',2,175,357,2
864,'2024/10/30 14:19:02:974',2,179,350,2
865,'2024/10/30 14:19:02:991',2,185,340,2
866,'2024/10/30 14:19:03:007',2,185,340,2
867,'2024/10/30 14:19:03:024',2,195,316,2
868,'2024/10/30 14:19:03:040',2,197,302,2
869,'2024/10/30 14:19:03:057',2,199,285,2
870,'2024/10/30 14:19:03:074',2,199,260,2
871,'2024/10/30 14:19:03:091',2,199,235,2
872,'2024/10/30 14:19:03:108',2,198,216,2
873,'2024/10/30 14:19:03:124',2,197,198,2
874,'2024/10/30 14:19:03:140',2,197,198,2
875,'2024/10/30 14:19:03:157',2,195,161,2
876,'2024/10/30 14:19:03:174',2,195,142,2
877,'2024/10/30 14:19:03:190',2,196,128,2
878,'2024/10/30 14:19:03:207',2,197,118,2
879,'2024/10/30 14:19:03:224',2,199,111,2
880,'2024/10/30 14:19:03:241',2,201,108,2
881,'2024/10/30 14:19:03:257',2,202,106,2
882,'2024/10/30 14:19:03:274',2,204,105,2
883,'2024/10/30 14:19:03:290',2,205,104,2
884,'2024/10/30 14:19:03:308',2,205,104,2
885,'2024/10/30 14:19:03:324',2,205,104,2
886,'2024/10/30 14:19:03:340',2,205,104,2
887,'2024/10/30 14:19:03:357',2,205,103,2
888,'2024/10/30 14:19:03:374',2,202,101,2
889,'2024/10/30 14:19:03:392',2,196,98,2
890,'2024/10/30 14:19:03:407',2,188,95,2
891,'2024/10/30 14:19:03:424',2,179,93,2
892,'2024/10/30 14:19:03:440',2,171,92,2
893,'2024/10/30 14:19:03:458',2,164,92,2
894,'2024/10/30 14:19:03:474',2,157,94,2
895,'2024/10/30 14:19:03:491',2,151,98,2
896,'2024/10/30 14:19:03:507',2,145,103,2
897,'2024/10/30 14:19:03:524',2,139,108,2
898,'2024/10/30 14:19:03:540',2,133,115,2
899,'2024/10/30 14:19:03:557',2,127,122,2
900,'2024/10/30 14:19:03:573',2,122,130,2
901,'2024/10/30 14:19:03:590',2,118,135,2
902,'2024/10/30 14:19:03:607',2,116,139,2
903,'2024/10/30 14:19:03:624',2,114,141,2
904,'2024/10/30 14:19:03:641',2,112,142,2
905,'2024/10/30 14:19:03:657',2,110,142,2
906,'2024/10/30 14:19:03:674',2,108,142,2
907,'2024/10/30 14:19:03:691',2,103,142,2
908,'2024/10/30 14:19:03:708',2,98,142,2
909,'2024/10/30 14:19:03:724',2,93,141,2
910,'2024/10/30 14:19:03:740',2,87,138,2
911,'2024/10/30 14:19:03:757',2,80,135,2
912,'2024/10/30 14:19:03:774',2,73,133,2
913,'2024/10/30 14:19:03:790',2,73,133,2
914,'2024/10/30 14:19:03:807',2,63,130,2
915,'2024/10/30 14:19:03:824',2,61,130,2
916,'2024/10/30 14:19:03:841',2,60,130,2
917,'2024/10/30 14:19:03:857',2,60,130,2
918,'2024/10/30 14:19:03:874',2,59,130,2
919,'2024/10/30 14:19:03:891',2,59,133,2
920,'2024/10/30 14:19:03:908',2,59,139,2
921,'2024/10/30 14:19:03:924',2,59,150,2
922,'2024/10/30 14:19:03:941',2,60,163,2
923,'2024/10/30 14:19:03:957',2,62,174,2
924,'2024/10/30 14:19:03:974',2,64,187,2
925,'2024/10/30 14:19:03:990',2,65,199,2
926,'2024/10/30 14:19:04:007',2,65,212,2
927,'2024/10/30 14:19:04:024',2,65,223,2
928,'2024/10/30 14:19:04:041',2,64,233,2
929,'2024/10/30 14:19:04:057',2,64,241,2
930,'2024/10/30 14:19:04:074',2,63,249,2
931,'2024/10/30 14:19:04:091',2,64,256,2
932,'2024/10/30 14:19:04:107',2,65,263,2
933,'2024/10/30 14:19:04:124',2,70,269,2
934,'2024/10/30 14:19:04:141',2,70,269,2
935,'2024/10/30 14:19:04:157',2,80,283,2
936,'2024/10/30 14:19:04:174',2,86,291,2
937,'2024/10/30 14:19:04:190',2,91,299,2
938,'2024/10/30 14:19:04:207',2,95,305,2
939,'2024/10/30 14:19:04:224',2,97,309,2
940,'2024/10/30 14:19:04:240',2,100,314,2
941,'2024/10/30 14:19:04:257',2,103,318,2
942,'2024/10/30 14:19:04:274',2,105,323,2
943,'2024/10/30 14:19:04:290',2,108,327,2
944,'2024/10/30 14:19:04:307',2,110,330,2
945,'2024/10/30 14:19:04:324',2,113,332,2
946,'2024/10/30 14:19:04:341',2,115,334,2
947,'2024/10/30 14:19:04:357',2,117,335,2
948,'2024/10/30 14:19:04:373',2,120,337,2
949,'2024/10/30 14:19:04:391',2,124,339,2
950,'2024/10/30 14:19:04:408',2,129,341,2
951,'2024/10/30 14:19:04:424',2,136,343,2
952,'2024/10/30 14:19:04:440',2,145,345,2
953,'2024/10/30 14:19:04:457',2,154,346,2
954,'2024/10/30 14:19:04:474',2,166,347,2
955,'2024/10/30 14:19:04:490',2,178,347,2
956,'2024/10/30 14:19:04:507',2,191,347,2
957,'2024/10/30 14:19:04:524',2,205,347,2
958,'2024/10/30 14:19:04:541',2,220,347,2
959,'2024/10/30 14:19:04:557',2,233,347,2
960,'2024/10/30 14:19:04:574',2,243,347,2
961,'2024/10/30 14:19:04:591',2,251,347,2
962,'2024/10/30 14:19:04:607',2,258,344,2
963,'2024/10/30 14:19:04:624',2,263,337,2
964,'2024/10/30 14:19:04:641',2,263,337,2
965,'2024/10/30 14:19:04:658',2,273,315,2
966,'2024/10/30 14:19:04:674',2,277,298,2
967,'2024/10/30 14:19:04:690',2,280,276,2
968,'2024/10/30 14:19:04:707',2,281,250,2
969,'2024/10/30 14:19:04:724',2,280,228,2
970,'2024/10/30 14:19:04:740',2,280,228,2
971,'2024/10/30 14:19:04:757',2,273,198,2
972,'2024/10/30 14:19:04:774',2,267,184,2
973,'2024/10/30 14:19:04:802',2,260,169,2
974,'2024/10/30 14:19:04:808',2,255,155,2
975,'2024/10/30 14:19:04:831',2,252,143,2
976,'2024/10/30 14:19:04:849',2,249,132,2
977,'2024/10/30 14:19:04:866',2,246,121,2
978,'2024/10/30 14:19:04:881',2,245,111,2
979,'2024/10/30 14:19:04:899',2,245,104,2
980,'2024/10/30 14:19:04:916',2,244,97,2
981,'2024/10/30 14:19:04:932',2,244,93,2
982,'2024/10/30 14:19:04:949',2,244,91,2
983,'2024/10/30 14:19:04:966',2,244,90,2
984,'2024/10/30 14:19:04:983',2,244,89,2
985,'2024/10/30 14:19:05:000',2,243,89,2
986,'2024/10/30 14:19:05:014',2,242,90,2
987,'2024/10/30 14:19:05:033',2,240,91,2
988,'2024/10/30 14:19:05:049',2,236,93,2
989,'2024/10/30 14:19:05:065',2,229,95,2
990,'2024/10/30 14:19:05:083',2,219,99,2
991,'2024/10/30 14:19:05:099',2,204,104,2
992,'2024/10/30 14:19:05:116',2,188,110,2
993,'2024/10/30 14:19:05:132',2,173,115,2
994,'2024/10/30 14:19:05:149',2,158,120,2
995,'2024/10/30 14:19:05:166',2,144,124,2
996,'2024/10/30 14:19:05:182',2,132,128,2
997,'2024/10/30 14:19:05:199',2,121,131,2
998,'2024/10/30 14:19:05:216',2,114,133,2
999,'2024/10/30 14:19:05:232',2,109,134,2
1000,'2024/10/30 14:19:05:247',2,104,135,2
1001,'2024/10/30 14:19:05:266',2,100,135,2
1002,'2024/10/30 14:19:05:282',2,97,135,2
1003,'2024/10/30 14:19:05:299',2,94,135,2
1004,'2024/10/30 14:19:05:315',2,93,135,2
1005,'2024/10/30 14:19:05:331',2,91,135,2
1006,'2024/10/30 14:19:05:349',2,89,135,2
1007,'2024/10/30 14:19:05:366',2,87,134,2
1008,'2024/10/30 14:19:05:383',2,84,134,2
1009,'2024/10/30 14:19:05:399',2,81,133,2
1010,'2024/10/30 14:19:05:414',2,78,133,2
1011,'2024/10/30 14:19:05:433',2,76,133,2
1012,'2024/10/30 14:19:05:449',2,73,133,2
1013,'2024/10/30 14:19:05:466',2,71,133,2
1014,'2024/10/30 14:19:05:482',2,70,133,2
1015,'2024/10/30 14:19:05:499',2,69,133,2
1016,'2024/10/30 14:19:05:516',2,68,134,2
1017,'2024/10/30 14:19:05:532',2,68,140,2
1018,'2024/10/30 14:19:05:549',2,69,152,2
1019,'2024/10/30 14:19:05:565',2,72,166,2
1020,'2024/10/30 14:19:05:581',2,74,181,2
1021,'2024/10/30 14:19:05:599',2,75,197,2
1022,'2024/10/30 14:19:05:614',2,76,210,2
1023,'2024/10/30 14:19:05:633',2,76,223,2
1024,'2024/10/30 14:19:05:648',2,75,235,2
1025,'2024/10/30 14:19:05:665',2,74,248,2
1026,'2024/10/30 14:19:05:683',2,74,258,2
1027,'2024/10/30 14:19:05:698',2,74,268,2
1028,'2024/10/30 14:19:05:714',2,77,279,2
1029,'2024/10/30 14:19:05:732',2,81,292,2
1030,'2024/10/30 14:19:05:748',2,86,305,2
1031,'2024/10/30 14:19:05:765',2,91,320,2
1032,'2024/10/30 14:19:05:781',2,96,334,2
1033,'2024/10/30 14:19:05:798',2,99,344,2
1034,'2024/10/30 14:19:05:816',2,101,351,2
1035,'2024/10/30 14:19:05:833',2,102,354,2
1036,'2024/10/30 14:19:05:849',2,103,355,2
1037,'2024/10/30 14:19:05:865',2,104,356,2
1038,'2024/10/30 14:19:05:881',2,104,356,2
1039,'2024/10/30 14:19:05:898',2,104,356,2
1040,'2024/10/30 14:19:05:916',2,104,356,2
1041,'2024/10/30 14:19:05:933',2,106,356,2
1042,'2024/10/30 14:19:05:948',2,108,354,2
1043,'2024/10/30 14:19:05:966',2,113,347,2
1044,'2024/10/30 14:19:05:982',2,123,336,2
